Donation Indicator,Donation Frequency,Average Donation,Digital Engagement Score,Last Donation Recency,Donation Amount Predicted,Wealth Index,Event Participation,DonorID,axio_segment_number
False,0,0.0,52,1,19.6,45,Low,69767,10
False,0,0.0,48,10,15.98,41,Low,69768,10
False,0,0.0,51,3,47.73,29,None,69769,10
False,0,0.0,31,3,148.76,30,None,69770,10
False,0,0.0,41,6,104.85,64,Low,69771,10
False,0,0.0,43,2,45.23,86,None,69772,10
False,0,0.0,34,5,54.25,74,Low,69773,10
False,0,0.0,59,1,264.83,17,None,69774,10
False,0,0.0,52,3,104.28,52,Low,69775,10
False,0,0.0,44,1,81.9,100,None,69776,10
False,0,0.0,57,6,183.56,100,Low,69777,10
False,0,0.0,34,3,12.07,66,Low,69778,10
False,0,0.0,44,3,28.19,23,None,69779,10
False,0,0.0,42,2,47.97,90,None,69780,10
False,0,0.0,47,3,143.17,63,Low,69781,10
False,0,0.0,51,3,30.99,19,Low,69782,10
False,0,0.0,38,9,27.28,90,None,69783,10
False,0,0.0,38,2,58.8,24,None,69784,10
False,0,0.0,34,6,14.53,53,Low,69785,10
False,0,0.0,53,9,71.58,53,Low,69786,10
False,0,0.0,58,1,148.94,4,None,69787,10
False,0,0.0,35,1,56.58,72,Low,69788,10
False,0,0.0,57,6,105.85,75,None,69789,10
False,0,0.0,56,2,33.27,85,Low,69790,10
False,0,0.0,50,1,67.37,47,Low,69791,10
False,0,0.0,46,4,38.25,9,None,69792,10
False,0,0.0,40,5,150.92,21,None,69793,10
False,0,0.0,49,0,31.78,92,None,69794,10
False,0,0.0,56,2,40.08,68,None,69795,10
False,0,0.0,35,0,34.43,0,Low,69796,10
False,0,0.0,42,8,47.32,27,None,69797,10
False,0,0.0,56,4,106.71,51,None,69798,10
False,0,0.0,59,5,19.71,47,Low,69799,10
False,0,0.0,47,2,23.3,8,None,69800,10
False,0,0.0,44,2,170.14,44,Low,69801,10
False,0,0.0,53,2,46.48,42,None,69802,10
False,0,0.0,37,9,77.66,3,Low,69803,10
False,0,0.0,50,5,99.98,37,None,69804,10
False,0,0.0,33,1,36.05,28,None,69805,10
False,0,0.0,38,1,63.25,47,None,69806,10
False,0,0.0,41,1,52.79,54,Low,69807,10
False,0,0.0,39,3,73.84,43,Low,69808,10
False,0,0.0,46,3,194.21,41,None,69809,10
False,0,0.0,30,4,12.29,90,Low,69810,10
False,0,0.0,53,1,91.49,82,Low,69811,10
False,0,0.0,56,3,26.48,36,Low,69812,10
False,0,0.0,40,1,34.24,1,Low,69813,10
False,0,0.0,51,1,25.19,74,None,69814,10
False,0,0.0,43,2,12.28,32,None,69815,10
False,0,0.0,58,4,124.23,4,None,69816,10
False,0,0.0,59,4,99.76,2,Low,69817,10
False,0,0.0,55,2,52.51,86,None,69818,10
False,0,0.0,36,1,33.9,41,Low,69819,10
False,0,0.0,31,4,66.68,49,Low,69820,10
False,0,0.0,58,3,77.07,29,Low,69821,10
False,0,0.0,44,1,27.43,33,None,69822,10
False,0,0.0,58,1,24.7,42,None,69823,10
False,0,0.0,52,4,73.14,100,Low,69824,10
False,0,0.0,33,2,35.66,8,None,69825,10
False,0,0.0,44,3,42.75,60,None,69826,10
False,0,0.0,44,3,58.22,29,Low,69827,10
False,0,0.0,40,0,47.37,88,Low,69828,10
False,0,0.0,50,4,97.04,23,Low,69829,10
False,0,0.0,51,3,180.37,62,None,69830,10
False,0,0.0,32,2,49.4,71,None,69831,10
False,0,0.0,56,3,38.62,92,None,69832,10
False,0,0.0,36,5,66.69,0,Low,69833,10
False,0,0.0,58,2,77.55,37,Low,69834,10
False,0,0.0,45,5,19.25,10,Low,69835,10
False,0,0.0,41,5,19.72,40,Low,69836,10
False,0,0.0,39,3,61.67,81,Low,69837,10
False,0,0.0,50,0,200.44,7,Low,69838,10
False,0,0.0,53,0,76.76,9,None,69839,10
False,0,0.0,33,4,29.01,68,None,69840,10
False,0,0.0,52,2,120.11,67,None,69841,10
False,0,0.0,40,4,18.58,45,None,69842,10
False,0,0.0,45,6,77.92,72,Low,69843,10
False,0,0.0,41,3,38.72,32,Low,69844,10
False,0,0.0,33,4,26.73,79,None,69845,10
False,0,0.0,34,1,135.78,65,Low,69846,10
False,0,0.0,32,0,48.37,22,None,69847,10
False,0,0.0,33,0,105.42,72,None,69848,10
False,0,0.0,49,2,147.71,48,Low,69849,10
False,0,0.0,43,1,100.18,48,None,69850,10
False,0,0.0,48,1,101.49,38,Low,69851,10
False,0,0.0,33,4,43.28,33,Low,69852,10
False,0,0.0,32,3,75.67,33,Low,69853,10
False,0,0.0,46,7,47.11,17,Low,69854,10
False,0,0.0,42,6,75.03,48,None,69855,10
False,0,0.0,46,4,43.13,1,Low,69856,10
False,0,0.0,33,7,74.24,27,None,69857,10
False,0,0.0,44,3,42.04,71,Low,69858,10
False,0,0.0,49,2,37.23,72,Low,69859,10
False,0,0.0,30,1,27.53,6,Low,69860,10
False,0,0.0,38,1,30.12,39,None,69861,10
False,0,0.0,35,10,28.51,67,None,69862,10
False,0,0.0,31,5,13.56,29,Low,69863,10
False,0,0.0,50,1,90.82,11,None,69864,10
False,0,0.0,46,2,84.37,57,None,69865,10
False,0,0.0,42,1,38.44,82,None,69866,10
False,0,0.0,37,1,46.75,79,Low,69867,10
False,0,0.0,57,1,56.51,44,Low,69868,10
False,0,0.0,47,4,134.97,12,None,69869,10
False,0,0.0,55,1,50.74,89,None,69870,10
False,0,0.0,39,11,52.44,69,None,69871,10
False,0,0.0,38,3,251.05,4,Low,69872,10
False,0,0.0,33,2,45.07,98,Low,69873,10
False,0,0.0,31,3,21.54,7,Low,69874,10
False,0,0.0,52,2,37.66,46,None,69875,10
False,0,0.0,59,4,40.46,21,None,69876,10
False,0,0.0,34,1,49.42,59,Low,69877,10
False,0,0.0,57,10,11.31,26,None,69878,10
False,0,0.0,38,1,80.85,13,None,69879,10
False,0,0.0,47,2,79.44,26,Low,69880,10
False,0,0.0,56,3,35.22,37,None,69881,10
False,0,0.0,56,3,25.76,8,Low,69882,10
False,0,0.0,36,4,96.75,21,None,69883,10
False,0,0.0,51,4,137.25,68,None,69884,10
False,0,0.0,40,1,25.63,91,Low,69885,10
False,0,0.0,52,5,46.48,75,None,69886,10
False,0,0.0,49,1,26.93,17,None,69887,10
False,0,0.0,36,3,49.07,55,Low,69888,10
False,0,0.0,32,7,58.63,49,Low,69889,10
False,0,0.0,30,5,12.7,29,Low,69890,10
False,0,0.0,50,3,85.77,83,None,69891,10
False,0,0.0,44,7,19.28,38,None,69892,10
False,0,0.0,31,3,97.67,77,Low,69893,10
False,0,0.0,45,4,72.52,58,Low,69894,10
False,0,0.0,33,2,36.45,4,None,69895,10
False,0,0.0,46,1,49.75,96,None,69896,10
False,0,0.0,41,2,36.84,13,None,69897,10
False,0,0.0,34,1,48.09,90,None,69898,10
False,0,0.0,32,2,43.07,67,Low,69899,10
False,0,0.0,30,1,135.64,80,Low,69900,10
False,0,0.0,35,1,25.53,30,None,69901,10
False,0,0.0,40,2,20.71,62,None,69902,10
False,0,0.0,40,1,181.11,100,None,69903,10
False,0,0.0,42,1,99.93,99,Low,69904,10
False,0,0.0,40,1,49.75,22,None,69905,10
False,0,0.0,55,9,26.83,1,Low,69906,10
False,0,0.0,39,2,105.53,49,None,69907,10
False,0,0.0,33,8,44.9,62,None,69908,10
False,0,0.0,52,3,80.13,49,None,69909,10
False,0,0.0,41,3,135.66,87,Low,69910,10
False,0,0.0,37,1,66.58,48,Low,69911,10
False,0,0.0,50,1,168.22,45,None,69912,10
False,0,0.0,52,2,78.11,78,None,69913,10
False,0,0.0,44,2,115.73,66,None,69914,10
False,0,0.0,52,1,49.12,51,None,69915,10
False,0,0.0,58,4,13.41,76,Low,69916,10
False,0,0.0,58,1,20.22,64,Low,69917,10
False,0,0.0,45,3,20.12,52,None,69918,10
False,0,0.0,59,7,31.89,22,Low,69919,10
False,0,0.0,30,0,76.24,13,Low,69920,10
False,0,0.0,55,2,104.87,11,Low,69921,10
False,0,0.0,43,6,103.54,98,Low,69922,10
False,0,0.0,39,1,75.39,8,Low,69923,10
False,0,0.0,45,9,31.73,62,None,69924,10
False,0,0.0,33,3,63.69,58,Low,69925,10
False,0,0.0,36,6,60.41,90,None,69926,10
False,0,0.0,50,2,42.77,38,None,69927,10
False,0,0.0,44,3,19.66,94,None,69928,10
False,0,0.0,55,5,127.44,89,Low,69929,10
False,0,0.0,39,3,31.86,19,Low,69930,10
False,0,0.0,55,3,153.25,55,Low,69931,10
False,0,0.0,41,1,40.25,65,None,69932,10
False,0,0.0,50,4,45.84,50,None,69933,10
False,0,0.0,35,2,116.47,48,None,69934,10
False,0,0.0,31,0,79.83,96,None,69935,10
False,0,0.0,56,4,82.93,40,None,69936,10
False,0,0.0,30,0,25.39,74,None,69937,10
False,0,0.0,35,3,87.17,21,None,69938,10
False,0,0.0,45,13,15.6,35,None,69939,10
False,0,0.0,39,8,27.45,34,None,69940,10
False,0,0.0,47,4,23.92,71,Low,69941,10
False,0,0.0,48,5,36.53,22,Low,69942,10
False,0,0.0,59,3,80.06,33,Low,69943,10
False,0,0.0,43,1,64.77,46,None,69944,10
False,0,0.0,58,8,72.49,68,Low,69945,10
False,0,0.0,42,4,17.99,8,None,69946,10
False,0,0.0,59,2,34.2,85,None,69947,10
False,0,0.0,47,1,78.92,98,Low,69948,10
False,0,0.0,34,5,80.41,94,None,69949,10
False,0,0.0,39,2,89.92,35,None,69950,10
False,0,0.0,41,1,26.74,31,None,69951,10
False,0,0.0,55,3,54.9,80,None,69952,10
False,0,0.0,48,3,47.59,17,Low,69953,10
False,0,0.0,53,17,57.24,47,Low,69954,10
False,0,0.0,59,2,84.3,86,Low,69955,10
False,0,0.0,33,4,16.86,3,Low,69956,10
False,0,0.0,30,1,29.87,10,None,69957,10
False,0,0.0,55,4,22.79,31,Low,69958,10
False,0,0.0,37,4,24.96,15,None,69959,10
False,0,0.0,45,5,305.74,93,None,69960,10
False,0,0.0,48,0,48.85,9,Low,69961,10
False,0,0.0,50,4,48.46,92,None,69962,10
False,0,0.0,44,5,51.96,96,None,69963,10
False,0,0.0,41,0,25.66,53,Low,69964,10
False,0,0.0,43,1,17.37,6,None,69965,10
False,0,0.0,40,3,51.33,25,None,69966,10
False,0,0.0,57,2,107.15,55,None,69967,10
False,0,0.0,49,2,128.4,43,Low,69968,10
False,0,0.0,43,6,45.64,29,None,69969,10
False,0,0.0,48,4,20.51,6,Low,69970,10
False,0,0.0,53,4,51.5,69,Low,69971,10
False,0,0.0,48,2,72.2,92,Low,69972,10
False,0,0.0,37,9,119.57,16,Low,69973,10
False,0,0.0,48,3,66.24,90,None,69974,10
False,0,0.0,34,3,59.79,69,Low,69975,10
False,0,0.0,30,3,106.4,56,None,69976,10
False,0,0.0,32,2,142.58,46,Low,69977,10
False,0,0.0,37,10,75.55,64,None,69978,10
False,0,0.0,56,3,21.71,18,None,69979,10
False,0,0.0,41,2,48.69,90,None,69980,10
False,0,0.0,59,4,36.16,98,None,69981,10
False,0,0.0,56,6,26.84,64,Low,69982,10
False,0,0.0,38,1,71.94,14,None,69983,10
False,0,0.0,41,5,70.91,33,Low,69984,10
False,0,0.0,40,0,72.23,33,None,69985,10
False,0,0.0,47,1,43.72,37,Low,69986,10
False,0,0.0,58,1,64.53,30,Low,69987,10
False,0,0.0,54,5,40.66,0,Low,69988,10
False,0,0.0,44,8,36.93,83,Low,69989,10
False,0,0.0,44,3,55.1,60,None,69990,10
False,0,0.0,33,3,12.4,59,None,69991,10
False,0,0.0,42,3,58.41,88,None,69992,10
False,0,0.0,42,4,17.67,8,None,69993,10
False,0,0.0,30,5,96.63,55,Low,69994,10
False,0,0.0,56,4,92.41,90,Low,69995,10
False,0,0.0,57,3,15.08,73,None,69996,10
False,0,0.0,41,6,31.2,44,None,69997,10
False,0,0.0,34,4,13.16,84,None,69998,10
False,0,0.0,51,6,75.9,14,Low,69999,10
False,0,0.0,43,4,17.11,94,None,70000,10
False,0,0.0,56,8,33.94,92,None,70001,10
False,0,0.0,39,5,17.69,82,Low,70002,10
False,0,0.0,54,6,110.87,99,None,70003,10
False,0,0.0,53,7,101.14,47,Low,70004,10
False,0,0.0,44,6,32.29,52,None,70005,10
False,0,0.0,41,4,53.01,97,None,70006,10
False,0,0.0,57,2,31.68,15,None,70007,10
False,0,0.0,58,4,46.1,71,None,70008,10
False,0,0.0,47,3,58.17,19,Low,70009,10
False,0,0.0,31,3,84.08,85,None,70010,10
False,0,0.0,33,10,16.9,33,None,70011,10
False,0,0.0,49,5,45.28,74,None,70012,10
False,0,0.0,55,1,41.74,96,Low,70013,10
False,0,0.0,32,1,105.54,78,Low,70014,10
False,0,0.0,53,1,55.09,100,None,70015,10
False,0,0.0,36,1,82.73,90,None,70016,10
False,0,0.0,55,2,80.85,5,None,70017,10
False,0,0.0,32,3,66.45,30,Low,70018,10
False,0,0.0,41,10,62.69,19,Low,70019,10
False,0,0.0,48,5,27.95,53,Low,70020,10
False,0,0.0,58,3,47.76,100,None,70021,10
False,0,0.0,55,1,116.58,44,None,70022,10
False,0,0.0,43,5,72.19,86,Low,70023,10
False,0,0.0,45,3,16.36,49,Low,70024,10
False,0,0.0,31,1,34.2,14,Low,70025,10
False,0,0.0,57,1,28.28,50,Low,70026,10
False,0,0.0,38,10,36.54,17,None,70027,10
False,0,0.0,53,1,40.13,11,None,70028,10
False,0,0.0,59,6,80.46,46,None,70029,10
False,0,0.0,35,7,34.58,30,Low,70030,10
False,0,0.0,50,3,116.59,88,None,70031,10
False,0,0.0,49,6,85.01,53,None,70032,10
False,0,0.0,55,1,69.97,7,Low,70033,10
False,0,0.0,44,4,130.13,48,None,70034,10
False,0,0.0,34,7,73.51,92,Low,70035,10
False,0,0.0,35,2,53.58,61,Low,70036,10
False,0,0.0,47,0,26.7,78,None,70037,10
False,0,0.0,44,5,53.69,66,None,70038,10
False,0,0.0,35,1,28.47,54,Low,70039,10
False,0,0.0,33,1,22.91,52,Low,70040,10
False,0,0.0,50,7,72.29,36,Low,70041,10
False,0,0.0,56,3,92.97,11,None,70042,10
False,0,0.0,37,5,87.98,23,None,70043,10
False,0,0.0,48,1,21.46,29,None,70044,10
False,0,0.0,36,3,72.95,27,Low,70045,10
False,0,0.0,41,6,66.99,38,Low,70046,10
False,0,0.0,32,5,123.52,100,Low,70047,10
False,0,0.0,40,2,43.36,70,None,70048,10
False,0,0.0,45,6,50.8,62,Low,70049,10
False,0,0.0,50,4,23.6,68,None,70050,10
False,0,0.0,42,1,20.97,82,Low,70051,10
False,0,0.0,46,1,14.44,20,None,70052,10
False,0,0.0,50,3,104.55,9,None,70053,10
False,0,0.0,55,2,57.61,3,None,70054,10
False,0,0.0,48,2,38.71,33,Low,70055,10
False,0,0.0,47,6,60.58,37,Low,70056,10
False,0,0.0,49,5,116.98,36,None,70057,10
False,0,0.0,34,7,139.24,57,None,70058,10
False,0,0.0,56,1,123.68,71,Low,70059,10
False,0,0.0,56,3,23.07,6,Low,70060,10
False,0,0.0,57,7,40.02,94,None,70061,10
False,0,0.0,43,5,169.33,0,None,70062,10
False,0,0.0,58,5,94.26,85,None,70063,10
False,0,0.0,33,7,27.47,65,Low,70064,10
False,0,0.0,30,3,37.96,50,None,70065,10
False,0,0.0,45,2,33.31,60,None,70066,10
False,0,0.0,47,8,65.59,90,None,70067,10
False,0,0.0,44,3,41.18,8,Low,70068,10
False,0,0.0,48,2,152.06,50,Low,70069,10
False,0,0.0,53,3,42.91,36,Low,70070,10
False,0,0.0,40,1,45.81,92,Low,70071,10
False,0,0.0,41,3,30.55,36,Low,70072,10
False,0,0.0,38,2,25.35,47,Low,70073,10
False,0,0.0,50,4,11.7,60,None,70074,10
False,0,0.0,37,2,26.97,73,Low,70075,10
False,0,0.0,46,2,21.63,68,None,70076,10
False,0,0.0,37,3,102.44,60,None,70077,10
False,0,0.0,37,8,104.66,31,None,70078,10
False,0,0.0,52,2,17.89,71,Low,70079,10
False,0,0.0,33,3,111.08,10,None,70080,10
False,0,0.0,30,1,74.06,64,None,70081,10
False,0,0.0,44,6,107.31,84,Low,70082,10
False,0,0.0,35,4,101.98,31,Low,70083,10
False,0,0.0,32,3,17.16,22,None,70084,10
False,0,0.0,55,2,142.7,59,None,70085,10
False,0,0.0,40,1,115.85,55,Low,70086,10
False,0,0.0,55,2,44.43,7,None,70087,10
False,0,0.0,50,4,63.82,75,Low,70088,10
False,0,0.0,47,3,11.98,71,Low,70089,10
False,0,0.0,42,1,72.9,4,Low,70090,10
False,0,0.0,48,7,33.4,51,None,70091,10
False,0,0.0,39,0,64.45,50,Low,70092,10
False,0,0.0,54,1,40.15,78,Low,70093,10
False,0,0.0,53,3,17.11,56,None,70094,10
False,0,0.0,58,2,77.93,64,None,70095,10
False,0,0.0,54,2,77.72,13,Low,70096,10
False,0,0.0,42,7,31.0,10,None,70097,10
False,0,0.0,55,5,17.32,44,Low,70098,10
False,0,0.0,45,3,96.37,13,None,70099,10
False,0,0.0,37,3,231.15,27,Low,70100,10
False,0,0.0,47,2,106.0,68,Low,70101,10
False,0,0.0,33,4,18.72,95,None,70102,10
False,0,0.0,44,2,80.95,51,None,70103,10
False,0,0.0,47,4,23.09,42,None,70104,10
False,0,0.0,40,7,49.29,87,None,70105,10
False,0,0.0,42,1,86.38,93,None,70106,10
False,0,0.0,53,9,43.28,89,Low,70107,10
False,0,0.0,57,3,27.35,18,None,70108,10
False,0,0.0,40,1,24.42,7,None,70109,10
False,0,0.0,38,2,29.65,36,Low,70110,10
False,0,0.0,42,1,19.62,21,Low,70111,10
False,0,0.0,31,2,26.68,42,None,70112,10
False,0,0.0,56,3,57.68,27,Low,70113,10
False,0,0.0,51,1,43.11,86,None,70114,10
False,0,0.0,41,3,48.95,13,Low,70115,10
False,0,0.0,35,5,29.51,15,None,70116,10
False,0,0.0,58,3,62.26,54,None,70117,10
False,0,0.0,52,3,31.88,28,None,70118,10
False,0,0.0,54,1,189.4,49,None,70119,10
False,0,0.0,57,5,19.46,25,None,70120,10
False,0,0.0,47,4,61.0,62,None,70121,10
False,0,0.0,38,3,64.16,28,Low,70122,10
False,0,0.0,46,2,35.03,66,Low,70123,10
False,0,0.0,58,5,60.62,51,Low,70124,10
False,0,0.0,45,12,110.22,58,Low,70125,10
False,0,0.0,56,4,52.22,31,None,70126,10
False,0,0.0,43,5,49.5,7,None,70127,10
False,0,0.0,59,7,82.47,71,Low,70128,10
False,0,0.0,36,17,30.44,90,None,70129,10
False,0,0.0,47,0,89.76,48,Low,70130,10
False,0,0.0,59,5,125.89,29,None,70131,10
False,0,0.0,37,4,71.2,11,Low,70132,10
False,0,0.0,58,2,94.64,83,None,70133,10
False,0,0.0,59,2,26.56,18,None,70134,10
False,0,0.0,35,2,109.61,28,Low,70135,10
False,0,0.0,54,1,45.56,3,None,70136,10
False,0,0.0,55,2,128.39,96,Low,70137,10
False,0,0.0,38,2,24.76,29,None,70138,10
False,0,0.0,50,2,42.26,3,Low,70139,10
False,0,0.0,43,7,41.64,0,Low,70140,10
False,0,0.0,32,1,104.87,67,Low,70141,10
False,0,0.0,31,2,15.4,28,None,70142,10
False,0,0.0,36,2,72.08,93,Low,70143,10
False,0,0.0,57,1,30.78,26,Low,70144,10
False,0,0.0,37,2,65.64,47,None,70145,10
False,0,0.0,55,3,57.04,68,None,70146,10
False,0,0.0,46,1,46.74,57,Low,70147,10
False,0,0.0,40,2,28.99,41,Low,70148,10
False,0,0.0,44,2,50.5,28,None,70149,10
False,0,0.0,36,2,35.47,53,Low,70150,10
False,0,0.0,41,5,127.04,21,Low,70151,10
False,0,0.0,42,2,134.42,33,None,70152,10
False,0,0.0,42,1,40.25,52,None,70153,10
False,0,0.0,38,1,37.19,35,None,70154,10
False,0,0.0,53,3,76.31,32,None,70155,10
False,0,0.0,38,2,13.76,92,None,70156,10
False,0,0.0,53,3,170.16,90,None,70157,10
False,0,0.0,39,4,36.7,47,None,70158,10
False,0,0.0,55,2,136.71,38,None,70159,10
False,0,0.0,39,1,110.06,85,None,70160,10
False,0,0.0,40,3,37.71,89,None,70161,10
False,0,0.0,44,1,111.82,44,Low,70162,10
False,0,0.0,40,8,82.08,89,Low,70163,10
False,0,0.0,38,1,51.37,17,Low,70164,10
False,0,0.0,33,5,63.48,42,Low,70165,10
False,0,0.0,52,2,37.24,52,Low,70166,10
False,0,0.0,55,2,123.59,90,Low,70167,10
False,0,0.0,39,2,148.33,31,Low,70168,10
False,0,0.0,32,1,132.45,81,Low,70169,10
False,0,0.0,48,1,25.53,0,Low,70170,10
False,0,0.0,46,4,129.88,78,None,70171,10
False,0,0.0,59,10,36.5,83,Low,70172,10
False,0,0.0,52,5,71.62,56,Low,70173,10
False,0,0.0,35,6,21.61,52,None,70174,10
False,0,0.0,47,5,27.52,75,Low,70175,10
False,0,0.0,49,1,56.07,65,Low,70176,10
False,0,0.0,52,1,24.68,8,Low,70177,10
False,0,0.0,53,6,29.91,97,None,70178,10
False,0,0.0,54,2,78.36,1,Low,70179,10
False,0,0.0,47,1,17.6,57,None,70180,10
False,0,0.0,55,3,83.38,86,None,70181,10
False,0,0.0,41,2,101.28,57,Low,70182,10
False,0,0.0,42,2,79.24,66,None,70183,10
False,0,0.0,38,2,85.58,73,Low,70184,10
False,0,0.0,40,3,29.99,48,Low,70185,10
False,0,0.0,31,3,35.88,42,Low,70186,10
False,0,0.0,54,2,20.08,40,Low,70187,10
False,0,0.0,50,3,85.64,52,Low,70188,10
False,0,0.0,59,7,35.49,37,Low,70189,10
False,0,0.0,30,2,38.22,33,None,70190,10
False,0,0.0,30,3,29.63,40,Low,70191,10
False,0,0.0,49,2,94.39,97,Low,70192,10
False,0,0.0,47,1,62.03,78,Low,70193,10
False,0,0.0,37,1,19.86,80,Low,70194,10
False,0,0.0,43,2,33.24,44,None,70195,10
False,0,0.0,51,3,19.18,80,Low,70196,10
False,0,0.0,51,6,37.3,33,Low,70197,10
False,0,0.0,45,2,97.98,21,Low,70198,10
False,0,0.0,41,5,19.09,18,None,70199,10
False,0,0.0,38,6,18.94,87,Low,70200,10
False,0,0.0,51,8,50.23,36,None,70201,10
False,0,0.0,54,2,42.96,57,None,70202,10
False,0,0.0,42,2,16.16,30,None,70203,10
False,0,0.0,48,2,31.23,58,Low,70204,10
False,0,0.0,43,5,43.32,16,None,70205,10
False,0,0.0,49,1,20.03,53,Low,70206,10
False,0,0.0,53,4,25.41,26,None,70207,10
False,0,0.0,39,5,78.77,11,None,70208,10
False,0,0.0,32,5,41.8,23,Low,70209,10
False,0,0.0,30,3,57.12,8,None,70210,10
False,0,0.0,30,1,125.02,26,Low,70211,10
False,0,0.0,48,7,119.6,34,Low,70212,10
False,0,0.0,54,4,88.98,23,Low,70213,10
False,0,0.0,37,3,75.26,80,Low,70214,10
False,0,0.0,41,3,76.87,44,Low,70215,10
False,0,0.0,31,1,112.2,78,None,70216,10
False,0,0.0,45,3,181.39,13,Low,70217,10
False,0,0.0,59,1,33.93,40,None,70218,10
False,0,0.0,41,4,14.31,65,Low,70219,10
False,0,0.0,50,2,64.08,37,None,70220,10
False,0,0.0,58,4,17.12,49,Low,70221,10
False,0,0.0,49,1,18.65,79,None,70222,10
False,0,0.0,37,2,35.47,7,None,70223,10
False,0,0.0,46,7,59.5,0,Low,70224,10
False,0,0.0,30,3,65.02,71,None,70225,10
False,0,0.0,34,3,75.67,28,Low,70226,10
False,0,0.0,39,1,24.47,32,None,70227,10
False,0,0.0,46,0,140.35,72,None,70228,10
False,0,0.0,34,5,54.99,4,None,70229,10
False,0,0.0,38,1,89.41,22,Low,70230,10
False,0,0.0,39,2,97.53,44,None,70231,10
False,0,0.0,53,7,53.85,74,None,70232,10
False,0,0.0,55,6,81.68,21,None,70233,10
False,0,0.0,57,3,74.41,25,None,70234,10
False,0,0.0,33,2,133.66,18,None,70235,10
False,0,0.0,58,4,86.53,1,None,70236,10
False,0,0.0,49,3,116.7,75,Low,70237,10
False,0,0.0,48,2,154.41,83,Low,70238,10
False,0,0.0,58,3,75.5,83,Low,70239,10
False,0,0.0,39,1,41.26,20,None,70240,10
False,0,0.0,53,5,78.09,54,Low,70241,10
False,0,0.0,48,3,99.05,12,None,70242,10
False,0,0.0,57,2,45.81,5,Low,70243,10
False,0,0.0,38,5,87.52,8,Low,70244,10
False,0,0.0,32,3,40.72,38,Low,70245,10
False,0,0.0,47,4,26.04,15,None,70246,10
False,0,0.0,56,1,11.05,49,Low,70247,10
False,0,0.0,48,4,31.33,57,None,70248,10
False,0,0.0,56,6,44.74,54,Low,70249,10
False,0,0.0,47,5,63.87,9,None,70250,10
False,0,0.0,33,6,25.59,52,Low,70251,10
False,0,0.0,44,8,66.04,71,Low,70252,10
False,0,0.0,58,5,47.19,15,Low,70253,10
False,0,0.0,37,2,48.7,38,Low,70254,10
False,0,0.0,30,4,182.19,54,None,70255,10
False,0,0.0,56,3,43.64,15,None,70256,10
False,0,0.0,49,1,21.63,74,Low,70257,10
False,0,0.0,52,2,38.8,85,None,70258,10
False,0,0.0,32,9,10.58,59,None,70259,10
False,0,0.0,47,2,82.35,25,Low,70260,10
False,0,0.0,48,6,20.28,4,None,70261,10
False,0,0.0,54,6,130.45,32,None,70262,10
False,0,0.0,54,6,20.0,68,Low,70263,10
False,0,0.0,51,4,10.0,80,Low,70264,10
False,0,0.0,31,1,52.45,38,Low,70265,10
False,0,0.0,57,9,14.95,67,Low,70266,10
False,0,0.0,32,3,145.03,93,Low,70267,10
False,0,0.0,40,5,179.15,12,None,70268,10
False,0,0.0,36,1,13.58,29,Low,70269,10
False,0,0.0,35,3,10.57,93,Low,70270,10
False,0,0.0,33,2,105.73,98,None,70271,10
False,0,0.0,30,0,53.17,62,None,70272,10
False,0,0.0,44,0,313.47,27,None,70273,10
False,0,0.0,38,3,89.16,70,None,70274,10
False,0,0.0,37,2,18.47,14,None,70275,10
False,0,0.0,47,4,21.51,97,None,70276,10
False,0,0.0,36,4,26.59,50,Low,70277,10
False,0,0.0,49,5,105.95,75,Low,70278,10
False,0,0.0,31,1,165.68,47,Low,70279,10
False,0,0.0,44,3,18.41,52,None,70280,10
False,0,0.0,44,6,93.37,70,Low,70281,10
False,0,0.0,30,3,28.39,57,Low,70282,10
False,0,0.0,50,3,75.95,71,None,70283,10
False,0,0.0,51,5,24.23,87,Low,70284,10
False,0,0.0,50,4,54.94,19,None,70285,10
False,0,0.0,43,3,38.68,53,None,70286,10
False,0,0.0,49,4,28.87,81,Low,70287,10
False,0,0.0,53,2,122.11,33,None,70288,10
False,0,0.0,42,4,14.68,87,None,70289,10
False,0,0.0,54,3,142.04,65,None,70290,10
False,0,0.0,38,2,152.4,14,None,70291,10
False,0,0.0,45,5,20.17,99,Low,70292,10
False,0,0.0,40,4,48.23,10,Low,70293,10
False,0,0.0,50,2,86.46,41,None,70294,10
False,0,0.0,54,4,15.09,85,Low,70295,10
False,0,0.0,43,6,26.11,96,None,70296,10
False,0,0.0,39,1,12.12,8,Low,70297,10
False,0,0.0,32,6,95.24,80,None,70298,10
False,0,0.0,37,3,38.25,49,None,70299,10
False,0,0.0,35,2,35.84,38,Low,70300,10
False,0,0.0,41,3,89.48,71,None,70301,10
False,0,0.0,34,1,36.3,91,None,70302,10
False,0,0.0,38,4,140.67,67,None,70303,10
False,0,0.0,30,2,23.95,9,None,70304,10
False,0,0.0,51,5,40.1,99,Low,70305,10
False,0,0.0,50,10,115.99,100,None,70306,10
False,0,0.0,54,2,42.01,44,None,70307,10
False,0,0.0,44,2,27.9,1,None,70308,10
False,0,0.0,33,4,29.15,65,Low,70309,10
False,0,0.0,41,2,42.32,77,Low,70310,10
False,0,0.0,50,6,77.33,98,None,70311,10
False,0,0.0,45,3,30.28,68,None,70312,10
